company_name,company_link
"Third Coast Bank, SSB",https://www.tcbssb.com/
United States Senate Federal Credit Union,https://www.ussfcu.org/
"Third Coast Bancshares, Inc.",https://www.tcbssb.com/
CalPrivate Bank,https://www.sandiegoprivatebank.net/
"Newfield Bancorp, Inc.",http://www.ibanknet.com/
Credit Union West,https://www.cuwest.org/
Community State Bank,https://www.bankcsb.com/
SpiritBank,https://www.spiritbank.com/
"Spirit BankCorp, Inc.",http://www.ibanknet.com/
1st Advantage Federal Credit Union,https://www.1stadvantage.org/
Newfield National Bank,https://www.newfieldnationalbank.bank/
"Commercial Bank of Texas, N.A.",https://www.cbtxonline.com/
First State Financial Corporation,https://www.bloomberg.com/
First Bemidji Holding Company,http://www.bloomberg.com/
"Nacogdoches Commercial Bancshares, Inc.",http://www.bloomberg.com/
First National Bank of Bemidji,https://www.fnbbemidji.com/
Alcar Inc.,http://www.ibanknet.com/
Laurel Road Bank,https://bankinnovation.net/
First Bank of Berne,https://www.firstbankofberne.com/
First Berne Financial Corporation,http://www.ibanknet.com/
Valley Republic Bank,https://www.valleyrepublicbank.com/
First Savings Bank of Hegewisch,https://www.fsbhegewisch.com/
"New Peoples Bank, Inc.",https://www.newpeoplesbank.com/
"New Peoples Bankshares, Inc.",https://www.npbankshares.com/
Triangle Credit Union,https://trianglecu.org/
"Hawaii National Bancshares, Inc.",https://www.bloomberg.com/
Hawaii National Bank,https://ebanking.hawaiinational.com/
CapitalSouth Bancorp,https://www.reuters.com/
"Crockett County National Bancshares, Inc.",http://www.bloomberg.com/
"Tradition Bancshares, Inc.",https://www.bloomberg.com/
Crockett National Bank,https://www.crockettnationalbank.com/
Sandia Area Federal Credit Union,https://www.sandia.org/
Capital Educators Federal Credit Union,https://www.caped.com/
Tradition Capital Bank,https://www.tradition.bank/
Community Credit Union of Florida,https://ccuflorida.org/
"Bay Bank, FSB",https://www.bloomberg.com/
Availa Bank,https://www.availa.bank/
"Vision Bank, National Association",http://www.ibanknet.com/
OneUnited Bank,http://www.oneunited.com/
Carver Federal Savings Bank,https://www.carverbank.com/
First Palmetto Bank,https://www.firstpalmetto.com/
Denali Federal Credit Union,https://www.denalifcu.org/
First Palmetto Financial Corporation,https://www.firstpalmetto.com/
"Anderson Bancshares, Inc.",http://www.bloomberg.com/
Anderson Brothers Bank,https://www.abbank.com/
CIBM Bank,https://www.cibmbank.com/
American River Bank,https://www.americanriverbank.com/
Wauchula State Bank,https://www.wauchulastatebank.com/
"Carver Bancorp, Inc.",https://finance.yahoo.com/
American River Bankshares,https://www.americanriverbank.com/
Pioneer Bank & Trust,https://www.pioneerbankandtrust.com/
"Belle Fourche Bancshares, Inc.",http://www.ibanknet.com/
"Dimeco, Inc.",https://www.bloomberg.com/
Morrill and Janes Bank and Trust Company,https://www.mjbtrc.com/
Deseret First Federal Credit Union,https://www.dfcu.com/
Vibrant Credit Union,https://vibrantcreditunion.org/
Farmers National Bank,https://www.farmersnationalbank.bank/
BankIowa of Cedar Rapids,https://bankiowa.com/
GrandSouth Bank,http://www.grandsouth.com/
Farmers Bank,https://www.thefarmersbank.com/
Christian Community Credit Union,https://www.mycccu.com/
Massapoag Bancorp Inc.,http://www.bloomberg.com/
"BankFirst Corporation, Inc",https://www.bloomberg.com/
"Peoples Bank, Biloxi, Mississippi",https://www.thepeoples.com/
"First Farmers Bancshares, Inc.",http://www.ibanknet.com/
Tennessee State Bank,https://www.tnstatebank.com/
FivePoint Credit Union,https://www.5pointcu.org/
Ardent Federal Credit Union,https://www.ardentcu.org/
Power Financial Credit Union,https://www.powerfi.org/
LAFCU,https://www.lafcu.com/
Sound Community Bank,https://www.soundcb.com/
"Sound Financial Bancorp, Inc.",https://www.soundcb.com/
Girard National Bank,https://www.gn-bank.com/
First City Credit Union,https://www.firstcitycu.org/
Virginia National Bank,http://www.vnb.com/
Passumpsic Bancorp,https://www.passumpsicbank.com/
"Fauquier Bankshares, Inc.",https://www.tfb.bank/
Fauquier Bank,https://www.tfb.bank/
Passumpsic Savings Bank,https://www.passumpsicbank.com/
Fidelity Ban Corporation,http://www.ibanknet.com/
ChoiceOne Bank,https://www.choiceone.com/
Plains Commerce Bank,https://www.plainscommerce.com/
"Tennessee State Bancshares, Inc.",http://www.ibanknet.com/
"ChoiceOne Financial Services, Inc.",https://www.choiceone.com/
Prophetstown Banking Co.,https://www.bloomberg.com/
Bank of Canton,https://www.thebankofcanton.com/
"Honat Bancorp, Inc.",https://www.hnbbank.bank/
Honesdale National Bank,https://www.hnbbank.bank/
"Rollstone Bancorp, MHC",https://www.bostonfed.org/
Gulf Winds Federal Credit Union,https://www.gogulfwinds.com/
Bogota Savings Bank,https://www.bogotasavingsbank.com/
Rollstone Bank & Trust,https://www.rollstonebank.com/
"Marine Bancorp, Inc.",https://www.bloomberg.com/
Marine Bank,https://www.ibankmarine.com/
Utah Power Credit Union,https://www.utahpowercu.org/
"Legend Bancorp, Inc.",http://www.ibanknet.com/
Neighborhood Credit Union,https://www.myncu.com/
"AmeriBancShares of Delaware, Inc.",https://www.dallasfed.org/
"Legend Bank, N.A.",https://www.legend-bank.com/
Dieterich Bank,https://www.dieterichbank.com/
American National Bank & Trust,https://www.amnb.com/
Prime Banc Corp.,https://www.bloomberg.com/
Paducah Bank and Trust Company,https://www.paducahbank.com/
"Paducah Bank Shares, Inc.",https://www.bloomberg.com/
Water and Power Community Credit Union,https://www.wpcu.org/
"Northstar Financial Group, Inc.",https://www.northstarathome.com/
Northstar Bank,https://www.northstarathome.com/
"Liberty Capital, Inc.",https://www.bloomberg.com/
"Liberty Savings Bank, F.S.B.",https://www.libertysavingsbank.com/
Houston Federal Credit Union,https://www.houstonfcu.org/
"Atlantic Community Bancshares, Inc.",https://www.bloomberg.com/
Bank of Washington,https://www.bankofwashington.com/
Atlantic Community Bankers Bank,https://www.bloomberg.com/
"Diamond Bancorp, Inc.",https://www.bloomberg.com/
Harvard University Employees Credit Union,https://www.huecu.org/
University Credit Union,https://www.ucu.org/
El Paso Area Teachers Federal Credit Union,https://www.tfcu.coop/
"Quail Creek Bancshares, Inc.",http://www.bloomberg.com/
North Side Bank and Trust Company,https://nsbt.net/
"Quail Creek Bank, National Association",https://quailcreek.bank/
"HPB Holdings, Inc.",http://www.bloomberg.com/
NBKC Bank,https://www.nbkc.com/
Hickory Point Bank and Trust,https://www.hickorypointbank.com/
Ameri-National Corporation,https://www.bloomberg.com/
Business Bank of Saint Louis,http://www.pnc.com/
"Great Plains Bancshares, Inc.",http://www.ibanknet.com/
Santa Cruz County Bank,https://www.sccountybank.com/
WebBank,http://www.webbank.com/
Frontier State Bank,https://www.frontier-ok.com/
Central National Bank & Trust Company of Enid,https://cnb-ok.com/
Great Plains National Bank,https://www.gpbankok.com/
AltaOne Federal Credit Union,https://altaone.org/
"Wallis Bancshares, Inc.",https://www.bloomberg.com/
Hawaiian Tel Federal Credit Union,https://www.hitelfcu.com/
Bank of the James,https://www.bankofthejames.bank/
Mazuma Credit Union,https://www.mazuma.org/
"First US Bancshares, Inc.",https://www.firstusbank.com/
First US Bank,https://www.firstusbank.com/
Grove Bank & Trust,https://www.grovebankandtrust.com/
"Coconut Grove Bankshares, Inc.",https://www.bloomberg.com/
"Apollo Bancshares, Inc.",https://www.bloomberg.com/
"Bank of the James Financial Group, Inc.",https://www.bankofthejames.bank/
Central Service Corporation,https://corpbank.com/
BAC Financial Inc.,https://quotes.wsj.com/
"Business Bancshares, Inc.",https://www.bbstl.com/
Family Security Credit Union,https://myfscu.com/
"Pathfinder Bancorp, Inc.",https://www.pathfinderbank.com/
BAC Community Bank,https://www.bankbac.com/
"CNB Community Bancorp, Inc.",http://www.countynationalbank.com/
Community 1st Credit Union,https://www.c1stcreditunion.com/
USF Federal Credit Union,https://www.usffcu.com/
Hillsdale County National Bank,http://www.countynationalbank.com/
Wallis State Bank,https://www.wallisbank.com/
Volunteer State Bank,https://www.volstatebank.com/
"Putnam Bancshares, Inc.",http://www.ibanknet.com/
University of Hawaii Federal Credit Union,https://www.uhfcu.com/
First Texas Bank,https://www.firsttexasbank.net/
"Volunteer State Bancshares, Inc.",http://www.ibanknet.com/
Mohave State Bank,https://www.mohavestbank.com/
State Bank Corp.,https://corp.onlinesbi.com/
"Affiliated Bank, National Association",https://www.affiliatedbank.com/
Putnam County Bank,http://www.putcobk.com/
"National United Holdings, Inc.",https://www.dallasfed.org/
United Bank of Michigan,https://www.unitedbank4u.com/
United Bank Financial Corporation,https://www.bankatunited.com/
Olympia Federal Savings and Loan Association,https://www.olyfed.com/
PriorityOne Capital Corporation,https://www.bloomberg.com/
"BancAffiliated, Inc.",https://www.bloomberg.com/
"NATCOM Bancshares, Inc.",https://en.wikipedia.org/
Winchester Co-operative Bank,https://www.wcbonline.com/
"Mid-Missouri Bancshares, Inc.",https://www.midmobank.com/
National United,https://www.nationalunited.com/
Mid-Missouri Bank,https://www.midmobank.com/
Security State Bank,https://www.ssbwa.com/
Campus Federal Credit Union,https://www.campusfederal.org/
America's Federal Credit Union,https://www.amfirst.org/
First Federal Savings Bank of Twin Falls,https://www.bankfirstfed.com/
U.S. Bank Trust National Association,https://www.usbank.com/
"IF Bancorp, Inc.",http://www.iroquoisfed.com/
Cape Ann Savings Bank,https://www.capeannsavings.bank/
National Union Bank of Kinderhook,https://www.nubk.com/
Iroquois Federal Savings and Loan Association,http://www.iroquoisfed.com/
Summit State Bank,https://www.summitstatebank.com/
PriorityOne Bank,https://www.priorityonebank.com/
Delta Bancshares Company,http://www.ibanknet.com/
Jefferson Bank and Trust Company,https://jbt-stl.com/
First Priority Bank,https://www.fpbk.com/
Mutual Holding Company of Western Pennsylvania,https://www.bloomberg.com/
Millennium Corporate Credit Union,https://www.millenniumcorporate.org/
First Metro Bancorp,https://www.fnb-online.com/
First Metro Bank,https://www.firstmetro.com/
Direct Federal Credit Union,https://www.direct.com/
Brentwood Bank,https://www.brentwoodbank.com/
Greenfield Co-operative Bank,https://www.greenfieldcoopbank.com/
Baker Boyer Bancorp,https://www.bakerboyer.com/
"Greenfield Bancorp, MHC",http://www.ibanknet.com/
Baker-Boyer National Bank,https://www.bakerboyer.com/
American State Bank & Trust Company of Williston,https://www.asbt.com/
Anstaff Bank,https://www.anstaffbank.com/
Western Capital Corporation,https://www.bloomberg.com/
"American State Bank Holding Company, Inc.",http://www.ibanknet.com/
Golden Plains Credit Union,https://www.gpcu.org/
Liberty Bank and Trust Company,https://www.libertybank.net/
"Liberty Financial Services, Inc.",https://www.bloomberg.com/
Safe 1 Credit Union,https://safe1.org/
F & M Financial Corporation,https://www.bloomberg.com/
"Vogel Bancshares, Inc.",https://www.bloomberg.com/
Iowa State Bank,https://www.iowastatebank.net/
"Vista Bancshares, Inc.",https://www.bloomberg.com/
Vista Bank,https://www.vistabank.com/
Valley First Credit Union,https://www.valleyfirstcu.org/
"Chain Bridge Bancorp, Inc.",https://www.bloomberg.com/
"Chain Bridge Bank, National Association",https://www.chainbridgebank.com/
Albank Corporation,https://www.albanybank.com/
Arizona Bank & Trust,https://www.arizbank.com/
"Albany Bank and Trust Company, National Association",https://www.albanybank.com/
Boulder Dam Credit Union,http://boulderdamcu.org/
Greater Texas Federal Credit Union,https://www.gtfcu.org/
West Alabama Capital Corp.,http://www.ibanknet.com/
StonehamBank,https://www.stonehambank.com/
Lakestone Bank & Trust,https://www.lakestonebank.com/
Farmers and Merchants Bank,https://www.fmb.com/
"Country Bank Shares, Inc.",http://www.ibanknet.com/
"First Security Bank, Inc.",https://www.fsbank.com/
West Alabama Bank & Trust,https://www.wabt.com/
Skowhegan Savings Bank,https://www.skowhegansavings.com/
"United Bancorporation of Alabama, Inc.",http://investors.unitedbank.com/
Merrimack Valley Federal Credit Union,https://www.mvcu.com/
"Magyar Bancorp, Inc. (MHC)",https://www.magbank.com/
Magyar Bank (MHC),https://www.magbank.com/
County Bank Corp,http://www.bofaml.com/
Time Federal Savings Bank,https://www.timefederalsavings.com/
Belco Community Credit Union,https://belco.org/
First Landmark Bank,https://www.firstlandmark.com/
"Landmark Bancshares, Inc.",https://www.bloomberg.com/
"Benchmark Bankshares, Inc.",https://www.bcbonline.com/
Benchmark Community Bank,https://www.bcbonline.com/
Heritage Trust Federal Credit Union,http://www.heritagetrust.org/
"Alliance Financial Services, Inc.",http://www.alliancefinancialservices.com/
Corporate America Family Credit Union,https://www.cafcu.org/
First Granbury Bancorporation,http://www.ibanknet.com/
First National Bank of Granbury,https://www.fnbgranbury.com/
Mission Bancorp,https://www.missionbank.com/
Highlands Union Bank,https://www.hubank.com/
Mission Bank,https://www.missionbank.com/
Qualstar Credit Union,https://www.qualstarcu.com/
Alabama One Credit Union,https://www.alabamaone.org/
Banco Do Brasil Americas,https://www.bbamericas.com/
Bank of Labor,https://www.bankoflabor.com/
First Bank & Trust Co.,https://www.firstbank.com/
Del Norte Credit Union,https://www.dncu.org/
"Heritage Group, Inc.",https://www.bloomberg.com/
Signature Bank of Arkansas,https://www.sbofa.com/
White River Bancshares Company,https://www.bloomberg.com/
Patriot Federal Credit Union,https://www.patriotfcu.org/
Hebron Savings Bank,https://www.hebronsavingsbank.com/
Sunmark Federal Credit Union,https://www.sunmarkfcu.org/
"HSB Bancorp, Inc.",http://www.bloomberg.com/
"Texas Gulf Bancshares, Inc.",https://www.texasgulfbank.com/
First Central Savings Bank,https://www.firstcentralsavings.com/
"Texas Gulf Bank, National Association",https://www.texasgulfbank.com/
"Pilot Bancorp, Inc.",https://www.bloomberg.com/
Pilot Grove Savings Bank,https://www.pilotgrovesavingsbank.com/
Neches Federal Credit Union,https://www.nechesfcu.org/
East Texas Professional Credit Union,https://www.etpcu.org/
Andrews Holding Company,https://www.bloomberg.com/
Citizens Bank of Kentucky,https://www.wercitizens.bank/
"UBT Bancshares, Inc.",http://www.ibanknet.com/
United Bank & Trust,https://www.ubankonline.com/
Juniata Valley Bank,https://jvbonline.com/
Commercial State Bank,https://www.wausabank.com/
"HomeTown Bank, N.A.",https://www.htbna.bank/
"State Bancorp, Inc.",https://www.bloomberg.com/
Clear Mountain Bank,https://www.clearmountainbank.com/
Pilgrim Bank,https://www.pilgrimbank.com/
Pilgrim Bancorporation,https://www.pilgrimbank.com/
Amerasia Bank,https://www.amerasiabankny.com/
Members Choice Credit Union,https://www.mccu.com/
Air Academy Federal Credit Union,https://www.aafcu.com/
"FCB Florida Bancorporation, Inc.",https://www.floridacommunitybank.net/
1st Capital Bank,https://www.1stcapital.bank/
Port Washington State Bank,https://www.pwsb.com/
North Country Federal Credit Union,https://northcountry.org/
True Sky Credit Union,https://www.trueskycu.org/
American Bank,https://www.americanbank.com/
BankSouth Holding Company,https://www.bloomberg.com/
Savings Bank,http://www.marcus.com/
Cornhusker Bank,https://www.cornhuskerbank.com/
Cornhusker Growth Corporation,http://www.ibanknet.com/
"Wakefield Bancorp, Inc.",https://www.mass.gov/
Zeal Credit Union,https://zealcreditunion.org/
"IBC Bancorp, Inc.",https://www.bloomberg.com/
International Bank of Chicago,https://www.inbk.com/
Hickam Federal Credit Union,https://www.hickamfcu.org/
"Home State Bank, National Association",https://www.homestbk.com/
Align Credit Union,https://www.aligncu.com/
Superior National Bank & Trust Company,https://www.snb-t.com/
Tolleson Private Bank,https://www.tollesonwealth.com/
"Tolleson Wealth Management of Delaware, Inc.",https://www.dallasfed.org/
"Bridgewater Financial, MHC",http://www.bloomberg.com/
Bridgewater Savings Bank,https://www.bridgewatersavings.com/
Jonestown Bank and Trust Co.,https://www.bankjbt.com/
Diamond Credit Union,https://diamondcu.org/
Midwest America Federal Credit Union,https://www.mwafcu.org/
Commerce State Bank,https://www.commercestatebank.com/
Keweenaw Financial Corporation,https://www.snb-t.com/
"First National Bank and Trust Co., Chickasha, Oklahoma",https://www.fnbchickashaonline2.com/
"Commerce Financial Holdings, Inc.",https://www.bloomberg.com/
Uwharrie Bank,https://www.uwharrie.com/
"Home State Bancorp, Inc.",https://www.homestbk.com/
"First Independent Bancorp, Inc.",http://www.bloomberg.com/
Uwharrie Capital Corp,https://www.uwharrie.com/
APCI Federal Credit Union,https://www.apcifcu.org/
Bainum Bancorp,http://www.ibanknet.com/
American Bank Incorporated,https://www.ambk.com/
Diamond Bank,http://www.diamondbank.com/
BankSouth,https://banksouth.com/
Citizens Banking Corporation,https://en.wikipedia.org/
"Firstar Bank, National Association",https://www.bloomberg.com/
Sharon Credit Union,https://www.sharoncu.com/
Citizens Bank and Trust,https://www.gocitizens.bank/
Firstar Financial Corp.,http://www.ibanknet.com/
"Mechanics Bancorp, Inc.",https://www.mfbonline.com/
Cheviot Financial Corp.,https://www.bloomberg.com/
Mechanics Cooperative Bank,https://mechanics-coop.com/
First Advantage Bank,https://www.firstadvantagebanking.com/
Farmers State Corporation,https://www.yourfsb.com/
United Prairie Bank,https://www.unitedprairiebank.com/
"Somerset Savings Bank, SLA",https://somersetsavings.com/
McCoy Federal Credit Union,https://www.mccoyfcu.org/
IDB-IIC Federal Credit Union,https://www.idbcreditu.org/
Polish National Credit Union,https://www.pncu.com/
Jefferson Bank of Missouri,https://www.jefferson-bank.com/
Providence Bank & Trust,https://www.providence.bank/
Providence Financial Corporation,https://www.prnewswire.com/
"Connex Credit Union, Inc.",https://connexcu.org/
First Oklahoma Bank,https://www.firstoklahomabank.com/
"First Oklahoma Holdings, Inc.",https://www.firstoklahomabank.com/
ELGA Credit Union,https://www.elgacu.com/
MSB Financial Corp.,https://www.reuters.com/
First Commerce Credit Union,https://www.firstcommercecu.org/
Insight Credit Union,https://insightcreditunion.com/
Union Community Bank,https://www.unioncommunitybank.com/
Midwest Regional Bank,https://www.mwrbank.com/
Bank of Delmarva,https://bankofdelmarvahb.com/
"Axiom Bancshares, Inc.",https://www.bloomberg.com/
"Bastrop Holdings, Inc.",https://www.dallasfed.org/
First Financial Federal Credit Union,https://www.firstfinancial.org/
Eastern Corporate Federal Credit Union,https://www.eascorp.org/
"Presidential Bank, FSB",https://www.presidential.com/
First National Bank of Bastrop,https://www.fnbbastrop.com/
"Presidential Holdings, Inc.",http://www.ibanknet.com/
Security Capital Corporation,https://www.bloomberg.com/
First Security Bank,https://www.fsbank.com/
American Community Bank & Trust,https://www.amcombank.com/
Millington Bank,https://www.millingtonbank.com/
"American Community Financial, Inc.",https://www.amcombank.com/
Merchants & Marine Bank,https://www.mandmbank.com/
Bank Forward,https://www.bankforward.com/
People First Federal Credit Union,https://www.peoplefirstcu.org/
Bank of Southside Virginia,http://www.bsvnet.com/
Security State Bank Holding Company,http://www.ibanknet.com/
Centric Bank,https://www.centricbank.com/
Fairfield National Bank,https://fairfieldnationalbank.com/
Centric Financial Corporation,https://www.centricbank.com/
ABNB Federal Credit Union,https://www.abnbfcu.org/
"Firstbanc of Alabama, Inc.",http://www.ibanknet.com/
First Bank of Alabama,https://www.firstbankal.com/
Massachusetts Institute of Technology Federal Credit Union,https://www.mitfcu.org/
Frankenmuth Credit Union,https://www.frankenmuthcu.org/
Notre Dame Federal Credit Union,https://notredamefcu.com/
Countryside Bank,https://www.bankcountryside.com/
Elmira Savings Bank,https://www.elmirasavingsbank.com/
"Midwest Regional Bancorp, Inc.",http://www.ibanknet.com/
"SBC, Incorporated",https://www.bloomberg.com/
"Axiom Bank, National Association",https://www.axiombanking.com/
"PrimeSouth Bancshares, Inc.",https://www.bloomberg.com/
Palmetto State Bank,https://www.palmettostatebank.com/
First National Bank of Gillette,https://www.fnbgillette.com/
First National Bank of Gillette Holding Company,https://www.bloomberg.com/
"Platte County Bancshares, Inc.",http://www.bloomberg.com/
Platte Valley Bank of Missouri,https://www.plattevalleybank.com/
"Palmetto State Bankshares, Inc.",http://www.ibanknet.com/
PrimeSouth Bank,https://www.primesouth.com/
Bank of Fayette County,https://www.thebank1905.com/
"Moscow Bancshares, Inc.",https://www.bloomberg.com/
Clinton Savings Bank,https://www.clintonsavings.com/
"Wachusett Financial Services, Inc.",http://www.bloomberg.com/
121 Financial Credit Union,https://www.121fcu.org/
GNB Bancorporation,https://www.gnbbank.com/
First South Financial Credit Union,https://www.firstsouth.com/
GNB Bank,https://www.gnbbank.com/
Fortera Federal Credit Union,https://www.forteracu.com/
HomeTown Bank,https://www.hometowncoop.com/
HomeTown Bankshares Corporation,https://www.hometownbank.com/
American Bank of the North,https://www.ambnk.com/
Heritage Federal Credit Union,https://www.hfcu.info/
Tulsa Valley Bancshares Corporation,https://www.bloomberg.com/
"Greater Rochester Bancorp, Inc.",https://www.bloomberg.com/
Genesee Regional Bank,https://www.grbbank.com/
Converse County Capital Corporation,http://www.ibanknet.com/
"Evangeline Bancshares, Inc.",http://www.ibanknet.com/
Professional Holding Corp.,https://www.bloomberg.com/
Parkway Acquisition Corp.,https://www.cnbc.com/
Reading Cooperative Bank,https://readingcoop.com/
Skyline National Bank,https://www.skylinenationalbank.bank/
Generations Community Federal Credit Union,http://www.mygenfcu.org/
Evangeline Bank and Trust Company,https://www.therealbank.com/
Vantage Bancorp Inc.,http://www.ibanknet.com/
"First Graham Bancorp, Inc.",http://www.ibanknet.com/
Converse County Bank,https://www.conversecountybank.com/
Benchmark Bank,https://www.benchmarkbank.com/
"Quinlan Bancshares, Inc.",http://www.bloomberg.com/
Bank and Trust of Bryan/College Station,https://www.banktbt.com/
Crane Credit Union,https://www.cranecu.org/
Ciera Bank,http://cierabank.com/
HFS Federal Credit Union,https://hfsfcu.org/
"Springfield Bancshares, Inc.",http://www.ibanknet.com/
Vantage Bank Texas,https://www.vantagebank.com/
Professional Bank,https://www.professionalbankfl.com/
Springfield First Community Bank,https://www.sfcbank.com/
"Heritage Bancorporation, Inc.",http://www.ibanknet.com/
"Blue Ridge Bancshares, Inc.",http://www.ibanknet.com/
Blue Ridge Bank and Trust Co.,https://www.blueridgebank.com/
"Pawnee Holding Company, Inc.",http://www.ibanknet.com/
North Easton Savings Bank,https://www.northeastonsavingsbank.com/
American Federal Corporation,https://www.americanfederalbank.com/
Drummond Banking Company,https://www.drummondbank.com/
Drummond Community Bank,https://www.drummondbank.com/
American Federal Bank,https://www.americanfederalbank.com/
Sea Comm Federal Credit Union,https://www.seacomm.org/
"SouthCrest Bank, N.A.",https://www.southcrestbank.com/
"SouthCrest Financial Group, Inc.",https://www.southcrestbank.com/
Walden Savings Bank,https://waldensavings.bank/
United Community Bancorp,http://www.bankucb.com/
Financial Center First Credit Union,https://www.fcfcu.com/
Huntington Federal Savings Bank,https://www.huntingtonfederal.com/
Hanover Bancorp Inc.,https://www.bloomberg.com/
Hanover Community Bank,https://www.hanovercommunitybank.com/
Farmers Bancorp,https://www.thefarmersbank.com/
"Farmers Bank, Frankfort, Indiana",https://www.thefarmersbank.com/
"Community Bancorp of Louisiana, Inc.",https://www.bloomberg.com/
"Vermillion Bancshares, Inc.",http://www.ibanknet.com/
1st Colonial Community Bank,https://www.1stcolonial.com/
Oklahoma Central Credit Union,https://www.oklahomacentral.org/
Dunn Investment Co.,http://www.ibanknet.com/
Farmers & Merchants Savings Bank,https://www.bankingtech.com/
"Marquis Bancorp, Inc.",http://www.marquisbank.com/
Vermillion State Bank,https://www.vermillionbank.com/
Citizens Bank of Las Cruces,https://www.citizenslc.com/
Marquis Bank,http://www.marquisbank.com/
"First Illinois Bancorp, Inc.",http://www.ibanknet.com/
Crystal Valley Financial Corporation,https://www.bloomberg.com/
Lindell Bank & Trust Company,https://www.lindellbank.com/
"Amador Bancshares, Inc.",http://www.ibanknet.com/
"1st Colonial Bancorp, Inc.",https://www.1stcolonial.com/
Salal Credit Union,https://www.salalcu.org/
Pacific Commerce Bancorp,https://www.pacificcommercebank.com/
Crown Bank,https://crown-bank.com/
Republic Bank & Trust,https://www.rbt.com/
Fortis Financial Inc.,https://www.prnewswire.com/
Pacific Commerce Bank,https://www.pacificcommercebank.com/
First State Bank of Middlebury,https://www.bfirst.bank/
Savers Co-operative Bank,https://www.saversbank.com/
Fortis Private Bank,http://landing.nedbankprivatewealth.com/
"Financial FedCorp, Inc.",http://www.ibanknet.com/
"Cornerstone Bancorp, Inc.",https://www.bloomberg.com/
Sanford Institution for Savings,https://banksisonline.com/
"La Porte Bancorp, Inc.",https://www.businesswire.com/
Desert Community Bank,https://dcbk.org/
Cornerstone National Bank & Trust Company,https://www.cornerstonenb.com/
Financial Federal Bank,http://www.finfedmem.com/
Merck Sharp & Dohme Federal Credit Union,https://www.msdfcu.org/
"Esquire Financial Holdings, Inc.",http://investorrelations.esquirebank.com/
"Esquire Bank, National Association",https://www.esquirebank.com/
Envision Bank,https://www.envisionbank.com/
Freedom First Federal Credit Union,https://www.freedomfirst.com/
"SIS Bancorp, Inc.",https://www.bloomberg.com/
CoastalStates Bank,https://www.coastalstatesbank.com/
Pegasus Bank,https://pegasusbankdallas.com/
Vibe Credit Union,https://vibecreditunion.com/
"Randolph Bancorp, Inc.",https://www.envisionbank.com/
"MNB Bancshares, Inc.",http://www.ibanknet.com/
Malvern National Bank,https://mnbbank.com/
Verity Credit Union,https://www.veritycu.com/
Winchester Savings Bank,https://www.winchestersavings.com/
First National Bank of Albany,https://www.fnbab.com/
Albany Bancshares Nevada Financial Corporation,https://www.dallasfed.org/
Suncrest Bank,https://www.suncrestbank.com/
Adams Community Bank,https://www.adamscommunity.com/
Steuben Trust Corporation,https://www.steubentrust.com/
Thrivent Federal Credit Union,https://www.thriventcu.com/
"C.S.B. Delaware, Inc.",http://www.bloomberg.com/
Sun East Federal Credit Union,https://www.suneast.org/
Access Bank,https://ibank.accessbankplc.com/
"Oakworth Capital, Inc.",https://www.oakworthcapital.com/
Oakworth Capital Bank,https://www.oakworthcapital.com/
Geddes Federal Savings and Loan Association,https://www.geddesfederal.com/
"PB Bancorp, Inc.",https://www.putnambank.com/
Putnam Bank,https://www.putnambank.com/
Commercial National Financial Corporation,https://www.cnbthebankonline.com/
Round Top State Bank,https://www.roundtopstatebank.com/
"Progressive Bancorp, Inc.",https://www.bloomberg.com/
"Round Top Bancshares, Inc.",http://www.ibanknet.com/
"3MV Bancorp, Inc.",https://www.bloomberg.com/
Apex Bank,https://www.apexbank.com/
"Western Bank, National Association",https://www.western-bank.com/
Progressive Bank,https://www.progressivebank.com/
"Apex Bancorp, Inc.",https://www.apexbank.com/
First National Bank in Staunton,http://fnbstaunton.com/
CBI Bank & Trust,https://www.cbibt.com/
Old Fort Banking Company,https://www.oldfortbank.com/
First Commercial Bank (USA),https://www.bankfcb.com/
"First Staunton Bancshares, Inc.",http://www.ibanknet.com/
Arbor Financial Credit Union,https://www.arborfcu.org/
"First Hope Bank, A National Banking Association",https://www.firsthope.com/
First Hope Bancorp,http://www.ibanknet.com/
Bank of Wisconsin Dells,https://www.dellsbank.com/
City & County Credit Union,https://www.cccu.com/
"Dells Bancshares, Inc.",http://www.ibanknet.com/
Financial Plus Credit Union,https://www.financialplus.org/
"Gillmor Financial Services, Inc.",http://www.bloomberg.com/
We Florida Financial,https://www.wefloridafinancial.com/
Envision Credit Union,https://www.envisioncu.com/
Concordia Bank & Trust Company,https://concordiabank.com/
First Financial Credit Union,https://www.ffnm.org/
"Killbuck Bancshares, Inc.",https://www.bloomberg.com/
Killbuck Savings Bank Company,https://www.killbuckbank.com/
Greenfield Banking Company,https://www.gbcbank.com/
"F.N.B.C. of La Grange, Inc.",https://www.fnbcbt.com/
Concordia Capital Corporation,http://www.bloomberg.com/
"Calvin B. Taylor Banking Company of Berlin, Maryland",https://www.taylorbank.com/
Artisans' Bank,https://www.artisansbank.com/
"Regal Bancorp, Inc.",https://www.bloomberg.com/
Regal Bank,https://www.regalbanknj.com/
Lisle Savings Bank,https://www.lislebank.com/
Lake Shore Savings Bank (MHC),https://www.lakeshoresavings.com/
First Southwest Corporation,https://www.bloomberg.com/
FNBC Bank and Trust,https://www.fnbcbt.com/
